110106202201,黄土岗村志,13,村民纠纷 Number of Civil Mediations,,1992,1992,23.0,解决件数 Number of Resolved Mediations
110106202201,黄土岗村志,13,入伍 Military Enlistment,,1992,1992,3.0,人数 Number of People
110106202201,黄土岗村志,13,村民纠纷 Number of Civil Mediations,,2002,2002,25.0,解决件数 Number of Resolved Mediations
110106202201,黄土岗村志,13,入伍 Military Enlistment,,2002,2002,2.0,人数 Number of People
110106202201,黄土岗村志,13,村民纠纷 Number of Civil Mediations,,2003,2003,20.0,解决件数 Number of Resolved Mediations
110106202201,黄土岗村志,13,入伍 Military Enlistment,,2003,2003,3.0,人数 Number of People
110106202201,黄土岗村志,13,村民纠纷 Number of Civil Mediations,,2004,2004,12.0,解决件数 Number of Resolved Mediations
110106202201,黄土岗村志,13,入伍 Military Enlistment,,2004,2004,3.0,人数 Number of People
110106202201,黄土岗村志,13,村民纠纷 Number of Civil Mediations,,2005,2005,10.0,解决件数 Number of Resolved Mediations
110106202201,黄土岗村志,13,入伍 Military Enlistment,,2005,2005,1.0,人数 Number of People
110106202201,黄土岗村志,13,共产党员 CCP Membership,女 Female,1986,1986,21.0,人数 Number of People
110106202201,黄土岗村志,13,共产党员 CCP Membership,总 Total,1986,1986,77.0,人数 Number of People
110106202201,黄土岗村志,13,共产党员 CCP Membership,男 Male,1986,1986,56.0,人数 Number of People
110106202201,黄土岗村志,13,入伍 Military Enlistment,,1986,1986,2.0,人数 Number of People
110106202201,黄土岗村志,13,共产党员 CCP Membership,女 Female,1986,1986,21.0,人数 Number of People
110106202201,黄土岗村志,13,共产党员 CCP Membership,总 Total,1986,1986,77.0,人数 Number of People
110106202201,黄土岗村志,13,共产党员 CCP Membership,男 Male,1986,1986,56.0,人数 Number of People
110106202201,黄土岗村志,13,入伍 Military Enlistment,,1986,1986,2.0,人数 Number of People
110106202201,黄土岗村志,13,共产党员 CCP Membership,女 Female,1986,1986,21.0,人数 Number of People
110106202201,黄土岗村志,13,共产党员 CCP Membership,总 Total,1986,1986,77.0,人数 Number of People
110106202201,黄土岗村志,13,共产党员 CCP Membership,男 Male,1986,1986,56.0,人数 Number of People
110106202201,黄土岗村志,13,入伍 Military Enlistment,,1986,1986,2.0,人数 Number of People
110106202201,黄土岗村志,13,阶级成分 Class Status,中农 Middle Peasant,1961,1961,115.0,户数 Number of Households
110106202201,黄土岗村志,13,阶级成分 Class Status,地主 Landlord,1961,1961,27.0,户数 Number of Households
110106202201,黄土岗村志,13,阶级成分 Class Status,富农 Rich Peasant,1961,1961,31.0,户数 Number of Households
110106202201,黄土岗村志,13,阶级成分 Class Status,贫下中农 Poor and Lower Middle Peasant,1961,1961,227.0,户数 Number of Households
110106202201,黄土岗村志,13,入伍 Military Enlistment,,1961,1961,4.0,人数 Number of People
110106202201,黄土岗村志,13,阶级成分 Class Status,中农 Middle Peasant,1961,1961,115.0,户数 Number of Households
110106202201,黄土岗村志,13,阶级成分 Class Status,地主 Landlord,1961,1961,27.0,户数 Number of Households
110106202201,黄土岗村志,13,阶级成分 Class Status,富农 Rich Peasant,1961,1961,31.0,户数 Number of Households
110106202201,黄土岗村志,13,阶级成分 Class Status,贫下中农 Poor and Lower Middle Peasant,1961,1961,227.0,户数 Number of Households
110106202201,黄土岗村志,13,入伍 Military Enlistment,,1961,1961,4.0,人数 Number of People
110106202201,黄土岗村志,13,阶级成分 Class Status,中农 Middle Peasant,1961,1961,115.0,户数 Number of Households
110106202201,黄土岗村志,13,阶级成分 Class Status,地主 Landlord,1961,1961,27.0,户数 Number of Households
110106202201,黄土岗村志,13,阶级成分 Class Status,富农 Rich Peasant,1961,1961,31.0,户数 Number of Households
110106202201,黄土岗村志,13,阶级成分 Class Status,贫下中农 Poor and Lower Middle Peasant,1961,1961,227.0,户数 Number of Households
110106202201,黄土岗村志,13,入伍 Military Enlistment,,1961,1961,4.0,人数 Number of People
110106202201,黄土岗村志,13,阶级成分 Class Status,中农 Middle Peasant,1961,1961,115.0,户数 Number of Households
110106202201,黄土岗村志,13,阶级成分 Class Status,地主 Landlord,1961,1961,27.0,户数 Number of Households
110106202201,黄土岗村志,13,阶级成分 Class Status,富农 Rich Peasant,1961,1961,31.0,户数 Number of Households
110106202201,黄土岗村志,13,阶级成分 Class Status,贫下中农 Poor and Lower Middle Peasant,1961,1961,227.0,户数 Number of Households
110106202201,黄土岗村志,13,入伍 Military Enlistment,,1961,1961,4.0,人数 Number of People
110106202201,黄土岗村志,13,入伍 Military Enlistment,,1949,1949,5.0,人数 Number of People
110106202201,黄土岗村志,13,入伍 Military Enlistment,,1956,1956,2.0,人数 Number of People
110106202201,黄土岗村志,13,入伍 Military Enlistment,,1959,1959,2.0,人数 Number of People
110106202201,黄土岗村志,13,阶级成分 Class Status,中农 Middle Peasant,1961,1961,115.0,户数 Number of Households
110106202201,黄土岗村志,13,阶级成分 Class Status,地主 Landlord,1961,1961,27.0,户数 Number of Households
